backlog_row,priority,title,creator,candidate_id,current_outcome,importer_status,blocker,updated_at
226,P1,Rex Rivetter: Private Eye,Downstairs Entertainment / Gregory McAfee & Rhiannon McAfee,aacb3747-9c1e-4259-ac0f-f9fcb830c025,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:16:19
227,P0,The Harrowing,Storyglass,,unattempted,,,
228,P1,The Hotel,Travis McMaster,247e35c0-3ca9-4555-92ed-f10ece83c589,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:15:59
229,P1,Thirteen,Imaginary Comma,848b33fb-5914-4142-b927-5c2701d262f9,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:16:32
230,P1,NIGHTLIGHT,Ransom Media Productions,67c98e00-b390-4e27-b0b7-78a0c685ac29,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:15:57
231,P1,The Wicked Library,9th Story Studios,,already-indexed,,,
232,P1,The Dark Tome,Dagaz Media,b266855d-2201-40c6-93ec-d08312cd333f,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:15:57
234,P0,Uncanny County,Todd Faulkner & Alison Crane,,unattempted,,,
235,P1,Creepy,Jon Grilz,6a6178ce-d1dc-4af3-9bd6-0c17d727d311,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:31
236,P1,Chilling Tales for Dark Nights,Chilling Entertainment,d74aeead-7f80-4a2a-8f68-7f8bfa6773a5,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict,2026-08-15 17:16:39
237,P0,Escape Pod,"Escape Artists, Inc. / Escape Artists",,unattempted,,,
238,P1,PodCastle,"Escape Artists, Inc. / Escape Artists",dc15e84a-70fd-411a-a9af-ad25bc9a6608,needs-review,needs-review,placeholder-description; source-conflict; duplicate-ambiguity,2026-08-15 17:16:43
239,P1,PseudoPod,Escape Artists,79ad35cd-4c96-41d6-9b04-7cba3c95cf37,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:39
240,P1,Cast of Wonders,"Escape Artists, Inc. / Escape Artists",90da4129-fb1f-44cb-a71f-757347bb7ca7,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:33
242,P1,StarShipSofa,Tony C. Smith,,unattempted,,,
243,P1,Clarkesworld Magazine Podcast,Clarkesworld Magazine,3d5bc625-d4e2-43d7-90b9-255f14cb88ea,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:19
244,P1,Lightspeed Magazine Podcast,Lightspeed Magazine,2dad52e2-2104-4664-84a7-5481900337b7,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict,2026-08-15 17:16:28
247,P1,"Back Again, Back Again",,,already-indexed,,,
248,P1,Celeritas,Alexander Adell / Magnesium Film,cbf5f003-10e4-46e9-81e3-4de0394405cd,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:17:29
249,P1,Cry Havoc! Ask Questions Later,Rusty Quill,,already-indexed,,,
250,P1,Ethics Town,Dodo Ink / CL Hendry,ed86c2af-e9fa-46be-bce4-3d8bdaa9e3ac,needs-review,needs-review,missing-identity; weak-title; weak-description; insufficient-discovery-signals; missing-genre; cover-not-ready; missing-listen-link; scope-review; duplicate-ambiguity,2026-08-15 17:16:35
251,P1,Fulmar's Folly,Static Airwaves,cf164521-e81b-423b-a9b6-2c729912a0e4,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:28
252,P1,Haunted House Flippers,,,already-indexed,,,
253,P1,HAUNTED: The Audio Drama,Impala Films,,already-indexed,,,
256,P1,Middle:Below,Tin Can Audio,,already-indexed,,,
257,P1,Primordial Deep,No Such Thing Productions,,already-indexed,,,
258,P0,Sherlock & Co.,Goalhanger,,already-indexed,,,
259,P1,The Byron Chronicles,Darker Projects,44021318-dc32-47b0-a838-7c2219eb3eea,needs-review,needs-review,insufficient-discovery-signals; missing-genre; cover-not-ready; source-conflict; duplicate-ambiguity,2026-08-15 17:16:40
262,P1,The Sink: A Sleep Aid,BBC,d63bf582-b6a3-4cd5-9a78-c1ea8b98c27a,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:39
264,P0,Six Minutes,Gen-Z Media,,unattempted,,,
265,P1,The Alien Adventures of Finn Caspian,Gen-Z Media / Jonathan Messinger,730c2e74-946f-4031-96b1-c30cb63bee89,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:16:32
266,P0,Eleanor Amplified,WHYY,,unattempted,,,
267,P1,Timestorm,Cocotazo Media / Gen-Z Media / TRAX,f43d1ccc-094d-4318-8fc7-99763c138773,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:31
268,P1,The Mayan Crystal,Gen-Z Media,feb74d4e-b964-47d1-be13-9c5c4c4d22ee,needs-review,needs-review,source-conflict; duplicate-ambiguity,2026-08-15 17:16:20
269,P1,The Rez,Rezilience Ltd. / Gen-Z Media,6ffa8f39-c179-49dc-89a0-71fb0d54a283,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:17:28
271,P1,Treasure Island 2020,Gen-Z Media,a66848d5-9c50-4c94-884b-9e801d45f2f2,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:16:35
272,P1,Maxine Miles,Atypical Artists,e537b090-9512-4485-80a3-dc9520f4e933,needs-review,needs-review,missing-identity; weak-title; weak-description; insufficient-discovery-signals; missing-genre; cover-not-ready; missing-listen-link; scope-review; duplicate-ambiguity,2026-08-15 17:16:32
273,P1,Lethal Lit,,8ebd7d50-a91f-4448-b780-23795ac09362,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:16:31
274,P1,Nightingale,Gen-Z Media,d794a53e-41b4-4472-9a1a-5ab87d595c66,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
278,P1,The Road of Shadows,Mark R. Healy / Beyond the Dark Productions,7b817945-7994-4b9e-9db4-3340dd36328b,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:17:44
279,P1,The Madness of Chartrulean,Packhowl Media,,already-indexed,,,
280,P1,The Technomancy Project,,,already-indexed,,,
281,P1,"The Department of Variance of Somewhere, Ohio",Rat Grimes,2728287f-f57a-46d6-bada-6806b07b7dae,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
283,P1,Starship Q Star,Meegan May & Lauren Anderson,66ac0279-a4d4-409c-b4e6-ad95f8cfc1b5,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
285,P1,The Shadows,CBC Podcasts / CBC / Kaitlin Prest,76546e4f-1469-410c-ab5c-23c3d9bbec51,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
286,P1,Earth Break,Skylark Media,e342d6c6-959a-44c5-80da-40afe86a3e71,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:28
287,P0,The Fourth Ambit,Dawson Nichols,,already-indexed,,,
288,P1,The Springheel Saga,Wireless Theatre Company / Wireless Theatre,ef110201-5a87-43b7-840f-8a24a3b111cf,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:29
289,P1,The Minister of Chance,Radio Static / Dan Freeman,92ac0d08-e864-4c55-bc16-9d0e70e37aa7,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; cover-not-ready; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
290,P1,HG World,3015 North / 3015 North Studios,1079fa98-66ba-4b85-ba8d-d8543b132194,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:45
292,P1,Woodbine,Alex Nursall & Emily Kellogg,1be77392-5e48-43f9-8c1a-41ae27c0c849,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:45
293,P0,Deviser,Harlan Guthrie,,unattempted,,,
297,P1,Trice Forgotten,Rusty Quill,,already-indexed,,,
299,P1,The College Tapes,Atypical Artists,9953f02f-0142-4890-9223-e2313bdd6b19,needs-review,needs-review,scope-review; source-conflict,2026-08-15 17:17:28
300,P1,Breaker Whiskey,Atypical Artists,,already-indexed,,,
301,P1,Magenta Presents,Long Cat Media,,already-indexed,,,
302,P0,Afflicted,Ransom Media Productions,,unattempted,,,
303,P0,What Happened in Skinner,,,already-indexed,,,
304,P1,Acephale: Horror Fiction,Jeffrey Walker,,already-indexed,,,
305,P1,All In My Head,,,already-indexed,,,
306,P1,Beneath,,,already-indexed,,,
307,P1,Better Men Elsewhere,,999fb87e-5473-4869-b061-22dbe4ddfc15,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:44
308,P1,Blake Skye: Private Eye,,f05c889e-2c74-4cb1-8f7a-3ca9c603fd0b,needs-review,needs-review,insufficient-discovery-signals; source-conflict; duplicate-ambiguity,2026-08-15 17:17:29
309,P1,Bloodrock Springs,Mark R. Healy,,already-indexed,,,
310,P1,Bunker 8,The Midnight Mystery,5fc521bb-1e01-4518-beb9-9fe92c249b64,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:17:29
311,P1,Calling Darkness Podcast,,,already-indexed,,,
312,P1,Carnivea: A Queer Gothic,,8413e22d-b54a-4217-82f3-6b60fb2ec915,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; cover-not-ready; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:18:48
313,P1,Cicatrix,,,already-indexed,,,
314,P1,Dark Northwest,,,already-indexed,,,
315,P1,Dead Space: Deep Cover,Bloody FM,,already-indexed,,,
316,P1,Dead West,,,already-indexed,,,
317,P1,"Death, Dying, and Other Things",Justyn Buske,bd4b945a-81cf-4cd1-bc09-0fb775c8fd68,needs-review,needs-review,insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:18:34
318,P1,Eeler's Choice,Cytochrome Hear,0fee1b05-a2b4-4d10-ac26-10c75dd939cd,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:18:38
319,P1,Englewood After Dark,,4870f5fb-7910-435c-9b16-38c7c9849565,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:14:57
320,P1,Enter The House Between,,,already-indexed,,,
321,P1,FORBIDDEN CASSETTES: CONSUMMATION,,,already-indexed,,,
322,P1,Grim Death and Bill the Electrocuted Criminal,Echoverse,,already-indexed,,,
323,P1,HEMOPHOBIA,C. S. W.,,already-indexed,,,
324,P1,ICE-CREAM,,1b59d283-80a7-433f-b0b9-1b345a2b595d,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:18:38
325,P1,In Another Room,,,already-indexed,,,
326,P1,Liars & Leeches,,,already-indexed,,,
327,P1,MERCY: A Queer Eldritch Western,,,already-indexed,,,
328,P1,Murphy,Ghostly Muse Productions,ef77e680-0571-40b2-ad1f-a6190d645518,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:18:51
329,P1,Rapture 518,Dr. Sarah Penn,,already-indexed,,,
330,P1,Secrets of Harridge House,,,already-indexed,,,
331,P1,Spirit Box Radio,Hanging Sloth Studios / Eira Major,43af218a-aef9-4463-81ac-2f407749e7de,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:18:37
332,P1,Station to Station,Procyon Podcast Network,,already-indexed,,,
333,P1,Strange Trails,,c176dfc0-8b55-465a-b619-bd26f945eedc,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:18:39
334,P1,Submitted for the Approval of the Midnight Pals,,,already-indexed,,,
335,P1,Tell No Tales,Wasting Company Time Productions,,already-indexed,,,
336,P1,TERMINUS,,3c6041ed-ad6c-42a1-a728-996d9fa00a95,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:22:15
337,P1,The Antiquarium of Sinister Happenings,,,already-indexed,,,
338,P1,The Callisto Protocol: Helix Station,,,already-indexed,,,
339,P1,The Dispossessed,,,already-indexed,,,
340,P1,The Ghosts on This Road,Linda Wojtowick / Soren Narnia,3d371eef-8338-4e04-9d36-16914fc8fd57,needs-review,needs-review,missing-identity; weak-title; weak-description; insufficient-discovery-signals; missing-genre; cover-not-ready; missing-listen-link; scope-review; duplicate-ambiguity,2026-08-15 17:20:58
341,P1,The Hexings,,56f5bf4d-1b03-4ec7-af42-804ae0db60d5,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:06
342,P1,The Holmwood Foundation,,fc8b9f30-ce46-41c6-8ff5-6f1897fc885b,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:06
343,P1,The Horror at Martin's Beach,Kingdom of Pavement,e5559eb7-17ee-4618-a965-ea98f12c8cb0,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:22:09
344,P1,The Mask of Inanna,Alicia Goranson,95f05ee0-3661-4f29-8d22-bf8068d60d10,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:06
345,P1,The Moon Crown,,8319413f-8dee-433a-95c8-7eed73465cbf,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:23:08
346,P1,The Patient Files,,36f94d90-b520-4651-a146-41ac60e50fd7,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:06
347,P1,The Sounds of Nightmares,,7097d6df-1869-462e-8df7-3b46613347cb,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:22:09
348,P1,The Veil Radio Dramas,,0afbc634-7537-47d3-b445-db0fb4e4cec3,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; source-conflict; duplicate-ambiguity,2026-08-15 17:22:15
349,P1,The Westward Eye,,e685c8c8-3d06-4fdf-9491-f52920a76a8b,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:24
350,P1,Twilight Meridian,Wrong Dimension Productions,,already-indexed,,,
351,P1,Vampire: The Masquerade Port Saga,Rachel J. Wilkinson,,unattempted,,,
352,P1,WE'RE NOT MEANT TO KNOW,H / SpectreVision Radio,1b407d59-67db-4ed7-b29a-53042de426c4,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:27
353,P1,What's The Frequency?,,,already-indexed,,,
400,P1,Fresh Meat,,,already-indexed,,,
509,P1,Before The Tone,Knave Of Hearts,4870f5fb-7910-435c-9b16-38c7c9849565,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:14:57
572,P0,"Alba Salix, Royal Physician",Forgery League,,unattempted,,,
573,P1,Among the Stacks,Among the Stacks,,unattempted,,,
574,P1,Chain of Being,Cai Gwilym Pritchard,4d8ab873-1deb-4035-acf7-33e7e5f54e53,published,published,,2026-08-15 17:14:59
575,P1,Curious Matter Anthology,Knightsville Workshop,7bc422dc-e537-4c26-bf72-41e590355126,needs-review,needs-review,source-conflict,2026-08-15 17:16:05
576,P1,Decoder Ring Theatre,Decoder Ring Theatre,a49e5eeb-aa89-45e2-82c0-eec720cdcdf8,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; cover-not-ready; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:20:57
577,P1,Dining in the Void,Zebulon Podcasts,36e3ab9f-45e3-460c-ad3f-d440a6a6fc17,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:16:03
578,P1,Forgive Me!,Rogue Dialogue / Rogue Dialogue Productions,1010a985-631c-457d-9190-327abf8859ef,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:16:02
579,P1,Harlem Queen,Yhane Washington Smith,4c966edd-40cb-4575-9323-1d13d878c9d8,needs-review,needs-review,source-conflict,2026-08-15 17:15:59
580,P1,Inkwyrm,Caldera Studios,198a8284-665c-49e9-a5e4-68cf535f8a90,published,published,,2026-08-15 17:16:44
581,P1,"Jack Valentine, Vampire Detective",,8366b161-f2ba-41c3-8926-cd8a7625636c,published,published,,2026-08-15 17:16:44
582,P1,Kaleidotrope,,a3e61f62-b510-4322-8fad-ad477af3e796,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:16:28
583,P1,Kevin's Cryptids,,23b69ad9-e472-46e4-932f-eec0c118ad0f,needs-review,needs-review,insufficient-discovery-signals; missing-genre; scope-review; source-conflict,2026-08-15 17:16:31
584,P1,Point Mystic,,be5ea586-2fbe-4851-8cf5-131197eded03,published,published,,2026-08-15 17:16:44
585,P1,Powder Burns,David A. Gregory,3b79dc68-112c-4e69-b49f-2a82c96c04af,needs-review,needs-review,missing-identity; weak-title; weak-description; insufficient-discovery-signals; missing-genre; cover-not-ready; missing-listen-link; scope-review,2026-08-15 17:17:45
586,P1,Seen and Not Heard,Caroline Mincks,7d3f6ee6-9f28-4966-ad16-51e124a7ea29,needs-review,needs-review,source-conflict,2026-08-15 17:17:47
587,P1,Temujin,Roshan Singh Sambhi,f468305f-5cbc-4d2a-8e50-c1a7be159473,published,published,,2026-08-15 17:17:49
588,P1,The Alexandria Archives,,b3d56be6-c759-4b91-8f65-48fcd0bb17c3,needs-review,needs-review,scope-review,2026-08-15 17:17:46
589,P1,The Book of Constellations,W. Keith Tims,041bc625-b328-4431-a1b3-6e59f53bd9d2,needs-review,needs-review,insufficient-discovery-signals; missing-genre; source-conflict,2026-08-15 17:17:45
590,P1,The Bridge,,8a102bd2-e0ce-4cb9-8c37-42a41af313be,published,published,,2026-08-15 17:17:49
591,P1,The Chronicles of Oz,,f8b84b9f-93e4-412a-851d-723593ea3970,needs-review,needs-review,scope-review,2026-08-15 17:17:47
592,P1,The Dex Legacy,Alternative Stories,c9951f74-53b5-4527-89f5-f32ed0068483,published,published,,2026-08-15 17:20:09
593,P1,The Lost Cat Podcast,,464a59a5-4814-4705-b98d-39e67078486b,published,published,,2026-08-15 17:20:09
594,P1,The Magical History of Knox County,,c67cfc81-f39d-41cc-8cca-ca055fe229b5,needs-review,needs-review,insufficient-discovery-signals; missing-genre; scope-review,2026-08-15 17:18:48
595,P1,The One Stars,Good Pointe,7bf732d4-50c9-4877-8b29-4d412a6239f7,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:18:41
596,P1,The Sleep Wake Cycle,Maeltopia,f4b04277-696c-47b0-98cc-6f30ddbeb4e5,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:20:05
597,P1,Tides,Jesse Schuschu & Ayla Taylor,d3661608-cb41-4e8f-a355-431524b62eb5,published,published,,2026-08-15 17:20:09
598,P1,Visionaries Audio Drama,Richard Seneque,886d3b08-bfad-42d1-a379-bdd8b6084bd4,needs-review,needs-review,source-conflict,2026-08-15 17:18:37
599,P1,Westside Fairytales,,1145c2dd-f12b-4bdd-ada9-21de70280701,needs-review,needs-review,source-conflict,2026-08-15 17:18:38
600,P1,2298,A.R. Olivieri,193d188b-1a00-43c5-b4f7-b7ebb0ce11bb,needs-review,needs-review,insufficient-discovery-signals; missing-genre; source-conflict,2026-08-15 17:20:07
611,P1,Chaika,Karin Heimdahl,6a260295-c0ae-457d-be2c-0162adfbfbd5,published,published,,2026-08-15 17:20:09
612,P1,Close Your Eyes,Cryptic Radio / Cryptic County,9b38eac8-8d2c-426f-bfc5-8a57a49d39f5,needs-review,needs-review,source-conflict,2026-08-15 17:18:52
623,P1,Flyest Fables,Morgan Givens,551b7d55-8094-4b0c-ab1a-bb6ee817ca3d,needs-review,needs-review,source-conflict; duplicate-ambiguity,2026-08-15 17:20:05
639,P1,Jar of Rebuke,Thesperience Productions,9d00f7f9-95fc-429b-82e0-71d5e765cd3a,needs-review,needs-review,invalid-website; source-conflict,2026-08-15 17:18:50
641,P1,Josie's Lonely Hearts Club,Good Story Guild,d44c67be-ef43-4f06-bd2f-fdd15d0e2e9a,published,published,,2026-08-15 17:20:09
642,P1,Last Dance,Blackabbey Productions,7b6d7bf0-62c2-48ab-8ffa-da53e4f059b3,published,published,,2026-08-15 17:20:09
651,P1,Remnants,Hanging Sloth Studios / Eira Major,1922d2b7-f11f-4db7-bd3d-c0a888953905,needs-review,needs-review,source-conflict,2026-08-15 17:18:43
652,P1,Residents of Proserpina Park,Angela Yih,2134358b-ade7-4ca6-bfdf-7314520c5dc2,needs-review,needs-review,source-conflict,2026-08-15 17:18:48
661,P1,The Axe & Crown,Forgery League,4bc0280e-fbee-4ddb-bf0d-cce8d7154de4,needs-review,needs-review,source-conflict; duplicate-ambiguity,2026-08-15 17:21:14
665,P1,The Box Podcast,Addison Peacock,b0669fd9-8b54-47ee-8a23-cc1773612355,needs-review,needs-review,insufficient-discovery-signals; missing-genre; invalid-apple-link; source-conflict,2026-08-15 17:21:22
667,P1,The Carlötta Beautox Chronicles,Ann Sloan,1154aaf2-d526-4069-91fc-7b49776e3577,needs-review,needs-review,source-conflict,2026-08-15 17:21:25
683,P1,The Prickwillow Papers,Snazzy Tapir Productions,0dcd842e-664b-4c9a-980d-9606c6ffd4a5,published,published,,2026-08-15 17:21:26
699,P1,Y2K,Karin Heimdahl,920a373e-c5e2-457e-95ad-37a1302cf90e,needs-review,needs-review,invalid-apple-link; source-conflict,2026-08-15 17:21:19
759,P0,The Sojourn,Spacedock,,unattempted,,,
760,P1,The Failed Cities Monologues,Matt Wallace,db47ad9d-ebcd-485b-b1e9-075d8e126f55,needs-review,needs-review,insufficient-discovery-signals; missing-genre; cover-not-ready,2026-08-15 17:21:25
761,P1,The Gearheart,Alex White,7b31b2be-9907-41c5-b02c-9501ae787d60,needs-review,needs-review,insufficient-discovery-signals; missing-genre; scope-review,2026-08-15 17:20:58
762,P1,Hit the Bricks,PJ Scott-Blankenship,cb37b3da-784d-42d7-9200-e0d16b3f8b7e,published,published,,2026-08-15 17:22:19
763,P1,Under the Electric Stars,Eli Ramos,98a3de6a-f9f8-4545-88e7-589edfa712d1,published,published,,2026-08-15 17:22:19
764,P1,Superhuman Public Radio,,9aa1f78c-5b33-4ea0-9c9f-ef943abe6172,published,published,,2026-08-15 17:22:19
765,P1,Super Ordinary,Tandon Productions,,unattempted,,,
766,P1,JOSEPH,Ear Epic,,unattempted,,,
767,P1,Black Box,Reverb,1aed835f-3f8d-4366-96b7-9b55909dbc17,needs-review,needs-review,placeholder-description; insufficient-discovery-signals; missing-genre; scope-review; source-conflict; duplicate-ambiguity,2026-08-15 17:23:27
768,P1,The Second Oil Age,iHeartPodcasts,,unattempted,,,
769,P1,The Drabblecast,Norm Sherman,,unattempted,,,
770,P1,Beneath Ceaseless Skies Audio Fiction Podcasts,Beneath Ceaseless Skies,,unattempted,,,
771,P1,The Dunesteef Audio Fiction Magazine,Rish Outfield & Big Anklevich,,unattempted,,,
772,P1,The Theatre of Tomorrow,Midnight Disease Productions,,unattempted,,,
773,P1,Cobalt City Adventures Unlimited,,,unattempted,,,
774,P1,"Six Stories, Told at Night",K.T. Bryski,,unattempted,,,
775,P1,The Kingmaker Histories,We Are Not Alive,,unattempted,,,
776,P1,Eliza: A Robot Story,,,unattempted,,,
777,P1,Tales from the Afternow,Rantmedia,,unattempted,,,
778,P1,Splintered Caravan,,,unattempted,,,
779,P1,Once Upon a Wasteland: A Fallout Story,Brad Williams,,unattempted,,,
780,P1,Evergreen,QCODE,,unattempted,,,
781,P1,Birds of Empire,QCODE,0b9b8dd4-42f6-4cc6-853a-e9a764f7e098,needs-review,needs-review,placeholder-description; missing-genre; scope-review; source-conflict,2026-08-15 17:23:07
782,P1,ReMade,Realm,,unattempted,,,
783,P1,Machina,Realm,,unattempted,,,
784,P1,Ctrl-Alt-Destroy,Realm,,unattempted,,,
785,P1,Mage and Machine,Pendant Audio,,unattempted,,,
786,P1,Jump Leads,Ben Paddon,,unattempted,,,
787,P1,Visionaries,Richard Seneque,,unattempted,,,
923,P0,Bronzeville,Wayland Productions,,unattempted,,,
924,P0,Meet Cute Originals,Meet Cute,,already-indexed,,,
925,P1,Small Victories,WGC Productions,,unattempted,,,
926,P1,Moriarty,Audible / Treefort Media,,unattempted,,,
927,P1,Tara Tremendous,Wonkybot,,unattempted,,,
928,P1,Girl Tales,Cordelia Studios,,unattempted,,,
929,P1,Cultureverse,Studio Ochenta / TRAX,,unattempted,,,
930,P1,Melon's House Party,Wondery,,unattempted,,,
931,P1,Keyshawn Solves It,PBS Kids (WGBH) / GBH Kids / PBS KIDS,,unattempted,,,
932,P1,The Arthur Podcast,GBH Kids,,unattempted,,,
933,P1,Young Ben Franklin,Gen-Z Media / iHeartRadio,,unattempted,,,
934,P1,Tomorrow,Gen-Z Media,,unattempted,,,
935,P1,The Weirdness,Gen-Z Media,,unattempted,,,
936,P1,The Hollow,Gen-Z Media,,unattempted,,,
937,P1,Supernatural Sexuality with Dr. Seabrooke,Lee Davis-Thalbourne,,unattempted,,,
938,P1,Heads Will Roll,Audible,,unattempted,,,
939,P1,Dear Bastard!,,,unattempted,,,
940,P1,Max & Ivan: Fugitives,Storyglass,,unattempted,,,
941,P1,Crowley Time with me Tom Crowley,Tom Crowley,,unattempted,,,
942,P1,Keep It Steady,Procyon Podcast Network,,unattempted,,,
943,P1,1972 - The Chisholm Campaign Trail and the Davis Trial,,,unattempted,,,
944,P1,Tejana,Sonoro / Telemundo,,unattempted,,,
945,P1,Supreme: The Battle for Roe,,,unattempted,,,
